COMPANY_ID,ASX_TICKER,COMPANY_NAME,GICS_SECTOR,GICS_INDUSTRY,MARKET_CAP_AUD,HQ_CITY,HQ_COUNTRY,EMPLOYEE_COUNT,WEBSITE_URL,CAREERS_URL,IR_URL,BLOG_URL,GOVERNANCE_URL,ANNUAL_REPORT_URL
94e439cf06f5d906,360.AX,Life360,Information Technology,,,,AU,,https://www.life360.com/en-au,https://www.life360.com/en-au/careers,https://www.life360.com/en-au/investors,https://www.life360.com/en-au/blog,https://www.life360.com/en-au/governance,https://www.life360.com/en-au/investors
d0c6ec8593a948c7,4DX.AX,4DMedical,Healthcare,,,,AU,,https://4dmedical.com/,https://4dmedical.com/careers,https://4dmedical.com/investors,https://4dmedical.com/blog,https://4dmedical.com/governance,https://4dmedical.com/investors
47b8a241e09e2c2b,A2M.AX,a2 Milk Company,Consumer Staples,,,,AU,,https://www.a2.com/,https://www.a2.com/careers,https://www.a2.com/investors,https://www.a2.com/blog,https://www.a2.com/governance,https://www.a2.com/investors
bd9278df6760f2e7,AAI.AX,Alcoa,Materials,,,,AU,,https://www.alcoa.com/global/en/home/,https://www.alcoa.com/global/en/home/careers,https://www.alcoa.com/global/en/home/investors,https://www.alcoa.com/global/en/home/blog,https://www.alcoa.com/global/en/home/governance,https://www.alcoa.com/global/en/home/investors
202db724f49cc988,AFI.AX,Australian Foundation Investment Company,Financials,,,,AU,,https://centralequity.com.au:443/,https://centralequity.com.au:443/careers,https://centralequity.com.au:443/investors,https://centralequity.com.au:443/blog,https://centralequity.com.au:443/governance,https://centralequity.com.au:443/investors
84bf6aa8211b70d1,AGL.AX,AGL Energy,Utilities,,,,AU,,,,,,,
2cc1b09a357bb8e9,AIA.AX,Auckland International Airport Limited,Industrials,,,,AU,,https://telepathy.com/,https://telepathy.com/careers,https://telepathy.com/investors,https://telepathy.com/blog,https://telepathy.com/governance,https://telepathy.com/investors
a1c8a8e5403a8eee,ALD.AX,Ampol,Energy,,,,AU,,https://www.ampol.com.au/,https://www.ampol.com.au/careers,https://www.ampol.com.au/investors,https://www.ampol.com.au/blog,https://www.ampol.com.au/governance,https://www.ampol.com.au/investors
fafbf5c550b35da8,ALK.AX,Alkane Resources,Materials,,,,AU,,https://alkres.com/,https://alkres.com/careers,https://alkres.com/investors,https://alkres.com/blog,https://alkres.com/governance,https://alkres.com/investors
dd05809617a11501,ALL.AX,Aristocrat Leisure,Consumer Discretionary,,,,AU,,https://www.aristocrat.com/,https://www.aristocrat.com/careers,https://www.aristocrat.com/investors,https://www.aristocrat.com/blog,https://www.aristocrat.com/governance,https://www.aristocrat.com/investors
